"UID","addr_num","organization","suborganization","full_address","city","state","country","zip"
"WOS:000182022000006","3","BOCCONI UNIVERSITY","DEPT ECON","BOCCONI UNIV, DEPT ECON, I-20136 MILAN, ITALY","MILAN","NULL","ITALY","I-20136"
"WOS:000182467900003","1","UNIV BOCCONI","IST METODI QUANTITATIVI","UNIV BOCCONI, IST METODI QUANTITATIVI, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000183083800011","1","UNIVERSITY OF PAVIA","NULL","UNIV PAVIA, I-27100 PAVIA, ITALY","PAVIA","NULL","ITALY","I-27100"
"WOS:000183083800011","2","POLEIS BOCCONI","NULL","POLEIS BOCCONI, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000183128400001","1","CARNEGIE MELLON UNIVERSITY","GRAD SCH IND ADM","CARNEGIE MELLON UNIV, GRAD SCH IND ADM, PITTSBURGH, PA 15213 USA","PITTSBURGH","PA","USA","15213"
"WOS:000183128400001","2","UNIVERSITY OF MINNESOTA TWIN CITIES","CARLSON SCH MANAGEMENT","UNIV MINNESOTA, CARLSON SCH MANAGEMENT, STRATEG MANAGEMENT & ORG DEPT, MINNEAPOLIS, MN 55455 USA","MINNEAPOLIS","MN","USA","55455"
"WOS:000183128400001","2","UNIVERSITY OF MINNESOTA TWIN CITIES","STRATEG MANAGEMENT & ORG DEPT","UNIV MINNESOTA, CARLSON SCH MANAGEMENT, STRATEG MANAGEMENT & ORG DEPT, MINNEAPOLIS, MN 55455 USA","MINNEAPOLIS","MN","USA","55455"
"WOS:000183128400001","3","BOCCONI UNIVERSITY","INST ORG & MIS","BOCCONI UNIV, INST ORG & MIS, I-20136 MILAN, ITALY","MILAN","NULL","ITALY","I-20136"
"WOS:000183128400009","1","CARNEGIE MELLON UNIVERSITY","GRAD SCH IND ADM","CARNEGIE MELLON UNIV, GRAD SCH IND ADM, PITTSBURGH, PA 15213 USA","PITTSBURGH","PA","USA","15213"
"WOS:000183128400009","2","UNIVERSITY OF MINNESOTA TWIN CITIES","CARLSON SCH MANAGEMENT 3 365","UNIV MINNESOTA, CARLSON SCH MANAGEMENT 3 365, STRATEG MANAGEMENT & ORG DEPT, MINNEAPOLIS, MN 55455 USA","MINNEAPOLIS","MN","USA","55455"
"WOS:000183128400009","2","UNIVERSITY OF MINNESOTA TWIN CITIES","STRATEG MANAGEMENT & ORG DEPT","UNIV MINNESOTA, CARLSON SCH MANAGEMENT 3 365, STRATEG MANAGEMENT & ORG DEPT, MINNEAPOLIS, MN 55455 USA","MINNEAPOLIS","MN","USA","55455"
"WOS:000183128400009","3","BOCCONI UNIVERSITY","MIS","BOCCONI UNIV, MIS, I-20136 MILAN, ITALY","MILAN","NULL","ITALY","I-20136"
"WOS:000183128400009","4","BOCCONI UNIVERSITY","INST ORG","BOCCONI UNIV, INST ORG, I-20136 MILAN, ITALY","MILAN","NULL","ITALY","I-20136"
"WOS:000183172600005","1","INSEAD BUSINESS SCHOOL","NULL","INSEAD, SINGAPORE 138676, SINGAPORE","SINGAPORE","NULL","SINGAPORE","138676"
"WOS:000183172600005","2","UNIV BOCCONI","IMQ","UNIV BOCCONI, IMQ, I-20135 MILAN, ITALY","MILAN","NULL","ITALY","I-20135"
"WOS:000183172600005","3","ICER","NULL","ICER, TURIN, ITALY","TURIN","NULL","ITALY","NULL"
"WOS:000183285400008","1","UNIV COMMERCIALE LUIGI BOCCONI","NULL","UNIV COMMERCIALE LUIGI BOCCONI, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000183464200003","1","ERASMUS UNIVERSITY ROTTERDAM","DEPT STRATEGY & ENVIRONM","ERASMUS UNIV, ROTTERDAM SCH MANAGEMENT, DEPT STRATEGY & ENVIRONM, NL-3000 DR ROTTERDAM, NETHERLANDS","ROTTERDAM","NULL","NETHERLANDS","NL-3000 DR"
"WOS:000183464200003","1","ERASMUS UNIVERSITY ROTTERDAM","ROTTERDAM SCH MANAGEMENT","ERASMUS UNIV, ROTTERDAM SCH MANAGEMENT, DEPT STRATEGY & ENVIRONM, NL-3000 DR ROTTERDAM, NETHERLANDS","ROTTERDAM","NULL","NETHERLANDS","NL-3000 DR"
"WOS:000183464200003","2","BOCCONI UNIVERSITY","NULL","BOCCONI UNIV, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000183468600002","1","BOCCONI UNIVERSITY","CESPRI","BOCCONI UNIV, CESPRI, I-20136 MILAN, ITALY","MILAN","NULL","ITALY","I-20136"
"WOS:000183522200008","1","UNIV BOCCONI","IST METODI QUANTITAT","UNIV BOCCONI, IST METODI QUANTITAT, I-20135 MILAN, ITALY","MILAN","NULL","ITALY","I-20135"
"WOS:000183522200008","2","UNIVERSITY OF TURIN","DIPARTIMENTO STAT & MATEMAT APPLICATA","UNIV TURIN, DIPARTIMENTO STAT & MATEMAT APPLICATA, I-10122 TURIN, ITALY","TURIN","NULL","ITALY","I-10122"
"WOS:000183522200008","3","BOSTON UNIVERSITY","NULL","BOSTON UNIV, BOSTON, MA 02215 USA","BOSTON","MA","USA","02215"
"WOS:000183522200008","4","CALTECH","NULL","CALTECH, PASADENA, CA 91125 USA","PASADENA","CA","USA","91125"
"WOS:000183528200003","1","UNIVERSITY OF INSUBRIA","DEPT ECON","UNIV STUDI INSUBRIA, DEPT ECON, VARESE, ITALY","VARESE","NULL","ITALY","NULL"
"WOS:000183528200003","2","UNIV BOCCONI","CESPRI","UNIV BOCCONI, CESPRI, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000183628000003","1","BOCCONI UNIVERSITY","NULL","BOCCONI UNIV, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000183740400010","1","BOCCONI UNIVERSITY","IST ECON POLIT IEP","BOCCONI UNIV, IST ECON POLIT IEP, I-20136 MILAN, ITALY","MILAN","NULL","ITALY","I-20136"
"WOS:000183740400010","2","UNIVERSITY OF BRESCIA","DEPT MECH ENGN","UNIV BRESCIA, DEPT MECH ENGN, I-25123 BRESCIA, ITALY","BRESCIA","NULL","ITALY","I-25123"
"WOS:000183860500003","1","BOCCONI UNIVERSITY","CERGAS","BOCCONI UNIV, IPAS, SDA, CERGAS, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000183860500003","1","BOCCONI UNIVERSITY","IPAS","BOCCONI UNIV, IPAS, SDA, CERGAS, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000183860500003","1","BOCCONI UNIVERSITY","SDA","BOCCONI UNIV, IPAS, SDA, CERGAS, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000184050800006","1","BOCCONI UNIVERSITY","QUANTITAT METHODS DEPT","BOCCONI UNIV, SCH MANAGEMENT, SDA, QUANTITAT METHODS DEPT, I-20136 MILAN, ITALY","MILAN","NULL","ITALY","I-20136"
"WOS:000184050800006","1","BOCCONI UNIVERSITY","SCH MANAGEMENT","BOCCONI UNIV, SCH MANAGEMENT, SDA, QUANTITAT METHODS DEPT, I-20136 MILAN, ITALY","MILAN","NULL","ITALY","I-20136"
"WOS:000184050800006","1","BOCCONI UNIVERSITY","SDA","BOCCONI UNIV, SCH MANAGEMENT, SDA, QUANTITAT METHODS DEPT, I-20136 MILAN, ITALY","MILAN","NULL","ITALY","I-20136"
"WOS:000184050800006","2","BICCIBU YBUV","CTR RES DIGITAL ECON","BICCIBU YBUV, CTR RES DIGITAL ECON, LAB 1, I-20122 MILAN, ITALY","MILAN","NULL","ITALY","I-20122"
"WOS:000184050800006","2","BICCIBU YBUV","LAB 1","BICCIBU YBUV, CTR RES DIGITAL ECON, LAB 1, I-20122 MILAN, ITALY","MILAN","NULL","ITALY","I-20122"
"WOS:000184168900011","1","UNIV PARIS 06","LAP PROBABIL & MODELES ALEATOIRES","UNIV PARIS 06, LAP PROBABIL & MODELES ALEATOIRES, F-75252 PARIS, FRANCE","PARIS","NULL","FRANCE","F-75252"
"WOS:000184168900011","2","UNIVERSITY OF PARIS DIDEROT - PARIS VII","LAP PROBABIL & MODELES ALEATOIRES","UNIV PARIS 07, LAP PROBABIL & MODELES ALEATOIRES, F-75252 PARIS, FRANCE","PARIS","NULL","FRANCE","F-75252"
"WOS:000184168900011","3","UNIV L BOCCONI","IST METODI QUANTITAT","UNIV L BOCCONI, IST METODI QUANTITAT, I-20136 MILAN, ITALY","MILAN","NULL","ITALY","I-20136"
"WOS:000184251400001","1","UNIVERSITY OF PAVIA","DEPT SOCIAL & POLIT STUDIES","UNIV PAVIA, DEPT SOCIAL & POLIT STUDIES, I-27100 PAVIA, ITALY","PAVIA","NULL","ITALY","I-27100"
"WOS:000184251400001","2","BOCCONI UNIVERSITY","CTR COMPARAT POLIT RES","BOCCONI UNIV, CTR COMPARAT POLIT RES, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000184253500005","1","BOCCONI UNIVERSITY","INST ORG","BOCCONI UNIV, INST ORG, I-20136 MILAN, ITALY","MILAN","NULL","ITALY","I-20136"
"WOS:000184253500005","2","BOCCONI UNIVERSITY","MIS","BOCCONI UNIV, MIS, I-20136 MILAN, ITALY","MILAN","NULL","ITALY","I-20136"
"WOS:000184253500005","3","SDA","SCH MANAGEMENT","SDA, SCH MANAGEMENT, I-20136 MILAN, ITALY","MILAN","NULL","ITALY","I-20136"
"WOS:000184253500005","4","UNIVERSITY OF MINNESOTA TWIN CITIES","CARLSON SCH MANAGEMENT","UNIV MINNESOTA, STRATEG MANAGEMENT & ORG DEPT, CARLSON SCH MANAGEMENT, MINNEAPOLIS, MN 55455 USA","MINNEAPOLIS","MN","USA","55455"
"WOS:000184253500005","4","UNIVERSITY OF MINNESOTA TWIN CITIES","STRATEG MANAGEMENT & ORG DEPT","UNIV MINNESOTA, STRATEG MANAGEMENT & ORG DEPT, CARLSON SCH MANAGEMENT, MINNEAPOLIS, MN 55455 USA","MINNEAPOLIS","MN","USA","55455"
"WOS:000184253500005","5","CARNEGIE MELLON UNIVERSITY","GRAD SCH IND ADM","CARNEGIE MELLON UNIV, GRAD SCH IND ADM, PITTSBURGH, PA 15213 USA","PITTSBURGH","PA","USA","15213"
"WOS:000184300500001","1","UNIVERSITY OF BATH","DEPT MATH SCI","UNIV BATH, DEPT MATH SCI, BATH BA2 7AY, AVON, ENGLAND","BATH","AVON","ENGLAND","BA2 7AY"
"WOS:000184300500001","2","UNIV BOCCONI","INST METODI QUANTITAT","UNIV BOCCONI, INST METODI QUANTITAT, I-20135 MILAN, ITALY","MILAN","NULL","ITALY","I-20135"
"WOS:000184347700003","1","UNIVERSITY OF NORTH CAROLINA CHAPEL HILL","DEPT BIOSTAT","UNIV N CAROLINA, DEPT BIOSTAT, CHAPEL HILL, NC 27599 USA","CHAPEL HILL","NC","USA","27599"
"WOS:000184347700003","2","BOCCONI UNIVERSITY","NULL","BOCCONI UNIV, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000184347700003","3","INST NATL ENVIRONM IND & RISQUES","NULL","INST NATL ENVIRONM IND & RISQUES, VERNEUIL EN HALLATE, FRANCE","VERNEUIL EN HALLATE","NULL","FRANCE","NULL"
"WOS:000184347700003","4","HARVARD UNIVERSITY","SCH PUBL HLTH","HARVARD UNIV, SCH PUBL HLTH, BOSTON, MA 02115 USA","BOSTON","MA","USA","02115"
"WOS:000184385900005","1","BOCCONI UNIVERSITY","SCH MANAGEMENT","BOCCONI UNIV, SDA BOCCONI, SCH MANAGEMENT, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000184385900005","1","BOCCONI UNIVERSITY","SDA BOCCONI","BOCCONI UNIV, SDA BOCCONI, SCH MANAGEMENT, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000184477300004","1","UNIV BOCCONI","NULL","UNIV BOCCONI, BOCCONI, ITALY","BOCCONI","NULL","ITALY","NULL"
"WOS:000184477300004","2","UNIVERSITY OF BOLOGNA","DIPARTIMENTO SCI ECON","UNIV BOLOGNA, DIPARTIMENTO SCI ECON, I-40126 BOLOGNA, ITALY","BOLOGNA","NULL","ITALY","I-40126"
"WOS:000184486600006","1","UNIVERSITY OF CALIFORNIA SYSTEM","DEPT ECON","UNIV CALIF DAVIS, DEPT ECON, DAVIS, CA 95616 USA","DAVIS","CA","USA","95616"
"WOS:000184486600006","2","UNIV L BOCCONI","IGIER","UNIV L BOCCONI, IGIER, I-20136 MILAN, ITALY","MILAN","NULL","ITALY","I-20136"
"WOS:000184486600006","3","CEPR","NULL","CEPR, LONDON, ENGLAND","LONDON","NULL","ENGLAND","NULL"
"WOS:000184490400004","1","UNIV BOCCONI","IST ECON POLIT","UNIV BOCCONI, IST ECON POLIT, I-20136 MILAN, ITALY","MILAN","NULL","ITALY","I-20136"
"WOS:000184490400004","2","UNIVERSITY OF BERGAMO","DIPARTIMENTO SCI ECON","UNIV BERGAMO, DIPARTIMENTO SCI ECON, I-24127 BERGAMO, ITALY","BERGAMO","NULL","ITALY","I-24127"
"WOS:000184579200006","1","CRORA BOCCONI UNIV","NULL","CRORA BOCCONI UNIV, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000184579200006","2","UNIVERSITY OF MILAN","NULL","STATE UNIV, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000184747900004","1","MIT","NULL","MIT, CAMBRIDGE, MA 02139 USA","CAMBRIDGE","MA","USA","02139"
"WOS:000184747900004","2","NATL BUR ECON RES","NULL","NATL BUR ECON RES, CAMBRIDGE, MA 02138 USA","CAMBRIDGE","MA","USA","02138"
"WOS:000184747900004","3","BOCCONI UNIVERSITY","CTR ECON POLICY RES","BOCCONI UNIV, CTR ECON POLICY RES, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000184857300009","1","CONSIGLIO NAZIONALE DELLE RICERCHE (CNR)","IMATI","CNR, IMATI, I-20133 MILAN, ITALY","MILAN","NULL","ITALY","I-20133"
"WOS:000184857300009","2","UNIV BOCCONI","NULL","UNIV BOCCONI, I-20136 MILAN, ITALY","MILAN","NULL","ITALY","I-20136"
"WOS:000185109000001","1","BOCCONI UNIVERSITY","NULL","BACCONI UNIV, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000185224500006","1","UNIVERSITY OF CALIFORNIA SYSTEM","DEPT ECON","UNIV CALIF DAVIS, DEPT ECON, DAVIS, CA 95616 USA","DAVIS","CA","USA","95616"
"WOS:000185224500006","2","UNIV BOCCONI","IGIER","UNIV BOCCONI, IGIER, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000185224500006","3","CEPR","NULL","CEPR, LONDON, ENGLAND","LONDON","NULL","ENGLAND","NULL"
"WOS:000185496200005","1","PRINCETON UNIVERSITY","DEPT ECON","PRINCETON UNIV, DEPT ECON, PRINCETON, NJ 08544 USA","PRINCETON","NJ","USA","08544"
"WOS:000185496200005","2","BOCCONI UNIVERSITY","NULL","BOCCONI UNIV, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000185605500001","1","HARVARD UNIVERSITY","DEPT BIOSTAT","HARVARD UNIV, SCH PUBL HLTH, DEPT BIOSTAT, BOSTON, MA 02115 USA","BOSTON","MA","USA","02115"
"WOS:000185605500001","1","HARVARD UNIVERSITY","SCH PUBL HLTH","HARVARD UNIV, SCH PUBL HLTH, DEPT BIOSTAT, BOSTON, MA 02115 USA","BOSTON","MA","USA","02115"
"WOS:000185605500001","2","UNIV BOCCONI","IST METODI QUANTITATIVI","UNIV BOCCONI, IST METODI QUANTITATIVI, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000185605500001","3","HARVARD UNIVERSITY","DEPT BIOSTAT SCI","HARVARD UNIV, SCH PUBL HLTH, DEPT BIOSTAT SCI, BOSTON, MA 02115 USA","BOSTON","MA","USA","02115"
"WOS:000185605500001","3","HARVARD UNIVERSITY","SCH PUBL HLTH","HARVARD UNIV, SCH PUBL HLTH, DEPT BIOSTAT SCI, BOSTON, MA 02115 USA","BOSTON","MA","USA","02115"
"WOS:000185605500001","4","VA BOSTON HEALTHCARE SYSTEM","NULL","DANA FARBER CANC INST, BOSTON, MA 02115 USA","BOSTON","MA","USA","02115"
"WOS:000185807000008","1","BOCCONI UNIVERSITY","NULL","BOCCONI UNIV, I-20136 MILAN, ITALY","MILAN","NULL","ITALY","I-20136"
"WOS:000185852100014","1","UNIV BOCCONI","IMQ","UNIV BOCCONI, IMQ, I-20135 MILAN, ITALY","MILAN","NULL","ITALY","I-20135"
"WOS:000185852100014","2","UNIV BOCCONI","IGIER","UNIV BOCCONI, IGIER, I-20135 MILAN, ITALY","MILAN","NULL","ITALY","I-20135"
"WOS:000185852100014","3","ICER","NULL","ICER, TURIN, ITALY","TURIN","NULL","ITALY","NULL"
"WOS:000185852100014","4","BOSTON UNIVERSITY","DEPT ECON","BOSTON UNIV, DEPT ECON, BOSTON, MA 02215 USA","BOSTON","MA","USA","02215"
"WOS:000185853000003","1","UNIV L BOCCONI","CESPRI","UNIV L BOCCONI, CESPRI, I-20136 MILAN, ITALY","MILAN","NULL","ITALY","I-20136"
"WOS:000185853000003","2","UNIVERSITY OF INSUBRIA","DEPT ECON","UNIV INSUBRIA, DEPT ECON, I-21100 VARESE, ITALY","VARESE","NULL","ITALY","I-21100"
"WOS:000185859100006","1","SDA BOCCONI BOCCONI UNIV","SCH MANAGEMENT","SDA BOCCONI BOCCONI UNIV, SCH MANAGEMENT, STRATEG & ENTREPRENEURIAL MANAGEMENT DEPT, I-20136 MILAN, ITALY","MILAN","NULL","ITALY","I-20136"
"WOS:000185859100006","1","SDA BOCCONI BOCCONI UNIV","STRATEG & ENTREPRENEURIAL MANAGEMENT DEPT","SDA BOCCONI BOCCONI UNIV, SCH MANAGEMENT, STRATEG & ENTREPRENEURIAL MANAGEMENT DEPT, I-20136 MILAN, ITALY","MILAN","NULL","ITALY","I-20136"
"WOS:000185873600008","1","EUROPEAN UNIVERSITY INSTITUTE","NULL","EUI, FIESOLE, ITALY","FIESOLE","NULL","ITALY","NULL"
"WOS:000185873600008","2","CTR ECON POLICY RES","NULL","CTR ECON POLICY RES, LONDON SW1Y 6LA, ENGLAND","LONDON","NULL","ENGLAND","SW1Y 6LA"
"WOS:000185873600008","3","CESIFO","NULL","CESIFO, MUNICH, GERMANY","MUNICH","NULL","GERMANY","NULL"
"WOS:000185873600008","4","UNIVERSITY OF SASSARI","NULL","UNIV SASSARI, I-07100 SASSARI, ITALY","SASSARI","NULL","ITALY","I-07100"
"WOS:000185873600008","5","IGIER","NULL","IGIER, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000185873600008","6","UNIVERSITY OF PADUA","NULL","UNIV PADUA, PADUA, ITALY","PADUA","NULL","ITALY","NULL"
"WOS:000186300900426","1","POLICLINICO SAN MATTEO","POLICLIN SAN MATTEO","IRCCS, POLICLIN SAN MATTEO, PAVIA, ITALY","PAVIA","NULL","ITALY","NULL"
"WOS:000186300900426","2","BOCCONI UNIVERSITY","NULL","BOCCONI UNIV, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000186300900426","3","CHIESI PHARMACEUTICALS INC","NULL","CHIESI FARMACEUT, PARMA, ITALY","PARMA","NULL","ITALY","NULL"
"WOS:000186369600007","1","BANK OF AMERICA CORPORATION","NULL","BANK AMER, CHARLOTTE, NC 28255 USA","CHARLOTTE","NC","USA","28255"
"WOS:000186369600007","2","UNIV BOCCONI","NULL","UNIV BOCCONI, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000186369600007","3","CEPR","NULL","CEPR, LONDON, ENGLAND","LONDON","NULL","ENGLAND","NULL"
"WOS:000186369600007","4","UNIVERSITY OF MILAN","NULL","UNIV MILAN, I-20122 MILAN, ITALY","MILAN","NULL","ITALY","I-20122"
"WOS:000186480100006","1","UNIVERSITY OF CYPRUS","DEPT PUBL & BUSINESS ADM","UNIV CYPRUS, DEPT PUBL & BUSINESS ADM, HERMES CTR COMPUTAT FINANCE & ECON, CY-1678 NICOSIA, CYPRUS","NICOSIA","NULL","CYPRUS","CY-1678"
"WOS:000186480100006","1","UNIVERSITY OF CYPRUS","HERMES CTR COMPUTAT FINANCE & ECON","UNIV CYPRUS, DEPT PUBL & BUSINESS ADM, HERMES CTR COMPUTAT FINANCE & ECON, CY-1678 NICOSIA, CYPRUS","NICOSIA","NULL","CYPRUS","CY-1678"
"WOS:000186480100006","2","BOCCONI UNIVERSITY","CTR PAOLO BAFFI","BOCCONI UNIV, CTR PAOLO BAFFI, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000186480100006","3","BANCA SVIZERA ITALIANA","NULL","BANCA SVIZERA ITALIANA, LUGANO, SWITZERLAND","LUGANO","NULL","SWITZERLAND","NULL"
"WOS:000186480100006","4","UNIVERSITY OF CYPRUS","RISKLAB","UNIV CYPRUS, RISKLAB, CY-1678 NICOSIA, CYPRUS","NICOSIA","NULL","CYPRUS","CY-1678"
"WOS:000186480100006","5","UNIVERSITY OF PENNSYLVANIA","WHARTON FINANCIAL INST CTR","UNIV PENN, WHARTON FINANCIAL INST CTR, PHILADELPHIA, PA 19104 USA","PHILADELPHIA","PA","USA","19104"
"WOS:000186546700006","1","UNIV BOCCONI","NULL","UNIV BOCCONI, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000186546700006","2","DIW BERLIN","NULL","DIW BERLIN, BERLIN, GERMANY","BERLIN","NULL","GERMANY","NULL"
"WOS:000186600000002","1","UNIV BOCCONI","IST ECON POLIT","UNIV BOCCONI, IST ECON POLIT, I-20136 MILAN, ITALY","MILAN","NULL","ITALY","I-20136"
"WOS:000186638000001","1","BOCCONI UNIVERSITY","INST ORG & INFORMAT SYST","BOCCONI UNIV, INST ORG & INFORMAT SYST, I-20135 MILAN, ITALY","MILAN","NULL","ITALY","I-20135"
"WOS:000186638000001","2","UNIVERSITY OF WISCONSIN SYSTEM","DEPT MANAGEMENT","UNIV WISCONSIN, DEPT MANAGEMENT, WHITEWATER, WI 53190 USA","WHITEWATER","WI","USA","53190"
"WOS:000186638000001","3","TECHNICAL UNIVERSITY OF BERLIN","CHAIR TECHNOL & INNOVAT MANAGEMENT","TECH UNIV BERLIN, CHAIR TECHNOL & INNOVAT MANAGEMENT, D-10623 BERLIN, GERMANY","BERLIN","NULL","GERMANY","D-10623"
"WOS:000186661200003","1","BOCCONI UNIVERSITY","NULL","BOCCONI UNIV, I-20123 MILAN, ITALY","MILAN","NULL","ITALY","I-20123"
"WOS:000186661200003","2","FDN ENI ENRICO MATTEI","NULL","FDN ENI ENRICO MATTEI, I-20123 MILAN, ITALY","MILAN","NULL","ITALY","I-20123"
"WOS:000186661200003","3","UNIVERSITY OF BRESCIA","NULL","UNIV BRESCIA, I-25122 BRESCIA, ITALY","BRESCIA","NULL","ITALY","I-25122"
"WOS:000186661200003","4","FDN ENI ENRICO MATTEI","NULL","FDN ENI ENRICO MATTEI, I-25122 BRESCIA, ITALY","BRESCIA","NULL","ITALY","I-25122"
"WOS:000186661200003","5","UNIVERSITY OF PADUA","NULL","UNIV PADUA, I-35100 PADUA, ITALY","PADUA","NULL","ITALY","I-35100"
"WOS:000186661200003","6","FDN ENI ENRICO MATTEI","NULL","FDN ENI ENRICO MATTEI, I-35100 PADUA, ITALY","PADUA","NULL","ITALY","I-35100"
"WOS:000187347600013","1","UNIVERSITY OF SUSSEX","FREEMAN CTR","UNIV SUSSEX, FREEMAN CTR, SPRU, BRIGHTON BN1 9QE, E SUSSEX, ENGLAND","BRIGHTON","E SUSSEX","ENGLAND","BN1 9QE"
"WOS:000187347600013","1","UNIVERSITY OF SUSSEX","SPRU","UNIV SUSSEX, FREEMAN CTR, SPRU, BRIGHTON BN1 9QE, E SUSSEX, ENGLAND","BRIGHTON","E SUSSEX","ENGLAND","BN1 9QE"
"WOS:000187347600013","2","BOCCONI UNIVERSITY","CESPRI","BOCCONI UNIV, CESPRI, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000187347600013","3","BOCCONI UNIVERSITY","CRORA","BOCCONI UNIV, CRORA, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000187437300008","1","L BOCCONI UNIV","INST QUANTITAT METHODS","L BOCCONI UNIV, INST QUANTITAT METHODS, I-20135 MILAN, ITALY","MILAN","NULL","ITALY","I-20135"
"WOS:000187437300008","2","UNIVERSITY OF PAVIA","NULL","UNIV PAVIA, I-27100 PAVIA, ITALY","PAVIA","NULL","ITALY","I-27100"
"WOS:000187437300008","3","UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO","IIMAS","UNIV NACL AUTONOMA MEXICO, IIMAS, MEXICO CITY, DF, MEXICO","MEXICO CITY","DF","MEXICO","NULL"
"WOS:000187497800013","1","UNIV BOCCONI","NULL","UNIV BOCCONI, I-20136 MILAN, ITALY","MILAN","NULL","ITALY","I-20136"
"WOS:000187497800013","2","IGIER","NULL","IGIER, I-20136 MILAN, ITALY","MILAN","NULL","ITALY","I-20136"
"WOS:000187607700005","1","BOCCONI UNIVERSITY","INST ORG & INFORMAT SYST","BOCCONI UNIV, INST ORG & INFORMAT SYST, I-20135 MILAN, ITALY","MILAN","NULL","ITALY","I-20135"
"WOS:000187607700005","2","UNIVERSITY OF WISCONSIN SYSTEM","COLL BUSINESS & ECON","UNIV WISCONSIN, DEPT MANAGEMENT, COLL BUSINESS & ECON, WHITEWATER, WI 53190 USA","WHITEWATER","WI","USA","53190"
"WOS:000187607700005","2","UNIVERSITY OF WISCONSIN SYSTEM","DEPT MANAGEMENT","UNIV WISCONSIN, DEPT MANAGEMENT, COLL BUSINESS & ECON, WHITEWATER, WI 53190 USA","WHITEWATER","WI","USA","53190"
"WOS:000187607700005","3","WASHINGTON STATE UNIVERSITY","DEPT MANAGEMENT & DECIS SCI","WASHINGTON STATE UNIV, DEPT MANAGEMENT & DECIS SCI, PULLMAN, WA 99164 USA","PULLMAN","WA","USA","99164"
"WOS:000187896900012","1","VIENNA UNIVERSITY OF TECHNOLOGY","INST POWER SYST & ENERGY ECON","VIENNA UNIV TECHNOL, INST POWER SYST & ENERGY ECON, A-1040 VIENNA, AUSTRIA","VIENNA","NULL","AUSTRIA","A-1040"
"WOS:000187896900012","10","UNIV COMMERCIALE L BOCCONI","IEFE","UNIV COMMERCIALE L BOCCONI, IEFE, I-20122 MILAN, ITALY","MILAN","NULL","ITALY","I-20122"
"WOS:000187896900012","11","LUND UNIVERSITY","NULL","LUND UNIV, SE-22362 LUND, SWEDEN","LUND","NULL","SWEDEN","SE-22362"
"WOS:000187896900012","12","FRAUNHOFER INST SYST & INNOVAT RES","NULL","FRAUNHOFER INST SYST & INNOVAT RES, D-76139 KARLSRUHE, GERMANY","KARLSRUHE","NULL","GERMANY","D-76139"
"WOS:000187896900012","2","UNIVERSITY OF ANTWERP","STEM","UNIV ANTWERP, STEM, B-2000 ANTWERP, BELGIUM","ANTWERP","NULL","BELGIUM","B-2000"
"WOS:000187896900012","3","ENERGIA KLUB","NULL","ENERGIA KLUB, H-1519 BUDAPEST, HUNGARY","BUDAPEST","NULL","HUNGARY","H-1519"
"WOS:000187896900012","4","UNIVERSITY OF SUSSEX","NULL","UNIV SUSSEX, BRIGHTON BN1 9RF, E SUSSEX, ENGLAND","BRIGHTON","E SUSSEX","ENGLAND","BN1 9RF"
"WOS:000187896900012","5","IBMER","EC BREC","IBMER, EC BREC, PL-02532 WARSAW, POLAND","WARSAW","NULL","POLAND","PL-02532"
"WOS:000187896900012","6","CTR ESTUDOS ECON ENERGIA TRANSPORTES & AMBIENTE","NULL","CTR ESTUDOS ECON ENERGIA TRANSPORTES & AMBIENTE, P-1050 LISBON, PORTUGAL","LISBON","NULL","PORTUGAL","P-1050"
